id,title,comments,journal-ref,doi,report-no,categories,license,abstract,authors_parsed,pages
0704.0034,Origin of adaptive mutants: a quantum measurement?,5 pages,,,,"['q-bio.PE', 'q-bio.CB', 'quant-ph']",,"  This is a supplement to the paper arXiv:q-bio/0701050, containing the text of
correspondence sent to Nature in 1990.
","[['Ogryzko', 'Vasily', '']]",5.0
0704.0035,"Convergence of the discrete dipole approximation. II. An extrapolation
  technique to increase the accuracy","17 pages, 8 figures",J.Opt.Soc.Am.A 23(10): 2592-2601 (2006),10.1364/JOSAA.23.002592,,"['physics.optics', 'physics.comp-ph']",,"  We propose an extrapolation technique that allows accuracy improvement of the
discrete dipole approximation computations. The performance of this technique
was studied empirically based on extensive simulations for 5 test cases using
many different discretizations. The quality of the extrapolation improves with
refining discretization reaching extraordinary performance especially for
cubically shaped particles. A two order of magnitude decrease of error was
demonstrated. We also propose estimates of the extrapolation error, which were
proven to be reliable. Finally we propose a simple method to directly separate
shape and discretization errors and illustrated this for one test case.
","[['Yurkin', 'Maxim A.', ''], ['Maltsev', 'Valeri P.', ''], ['Hoekstra', 'Alfons G.', '']]",17.0
0704.0036,A remark on the number of steady states in a multiple futile cycle,"Resubmit with new results on the upper bound of the number of steady
  states. 20 pages, 2 figures, See
  http://www.math.rutgers.edu/~sontag/PUBDIR/index.html for online preprints
  and reprints of related work",,,,"['q-bio.QM', 'q-bio.MN']",,"  The multisite phosphorylation-dephosphorylation cycle is a motif repeatedly
used in cell signaling. This motif itself can generate a variety of dynamic
behaviors like bistability and ultrasensitivity without direct positive
feedbacks. In this paper, we study the number of positive steady states of a
general multisite phosphorylation-dephosphorylation cycle, and how the number
of positive steady states varies by changing the biological parameters. We show
analytically that (1) for some parameter ranges, there are at least n+1 (if n
is even) or n (if n is odd) steady states; (2) there never are more than 2n-1
steady states (in particular, this implies that for n=2, including single
levels of MAPK cascades, there are at most three steady states); (3) for
parameters near the standard Michaelis-Menten quasi-steady state conditions,
there are at most n+1 steady states; and (4) for parameters far from the
standard Michaelis-Menten quasi-steady state conditions, there is at most one
steady state.
","[['Wang', 'Liming', ''], ['Sontag', 'Eduardo D.', '']]",20.0
0704.0037,"The discrete dipole approximation for simulation of light scattering by
  particles much larger than the wavelength","13 pages, 10 figures","J.Quant.Spectrosc.Radiat.Transf. 106, 546-557 (2007)",10.1016/j.jqsrt.2007.01.033,,"['physics.optics', 'physics.comp-ph']",,"  In this manuscript we investigate the capabilities of the Discrete Dipole
Approximation (DDA) to simulate scattering from particles that are much larger
than the wavelength of the incident light, and describe an optimized publicly
available DDA computer program that processes the large number of dipoles
required for such simulations. Numerical simulations of light scattering by
spheres with size parameters x up to 160 and 40 for refractive index m=1.05 and
2 respectively are presented and compared with exact results of the Mie theory.
Errors of both integral and angle-resolved scattering quantities generally
increase with m and show no systematic dependence on x. Computational times
increase steeply with both x and m, reaching values of more than 2 weeks on a
cluster of 64 processors. The main distinctive feature of the computer program
is the ability to parallelize a single DDA simulation over a cluster of
computers, which allows it to simulate light scattering by very large
particles, like the ones that are considered in this manuscript. Current
limitations and possible ways for improvement are discussed.
","[['Yurkin', 'Maxim A.', ''], ['Maltsev', 'Valeri P.', ''], ['Hoekstra', 'Alfons G.', '']]",13.0
0704.0038,The discrete dipole approximation: an overview and recent developments,"36 pages, 1 figure; added several corrections according to the
  published erratum except for Eq.(5) (it was correct in the original paper)","J.Quant.Spectrosc.Radiat.Transf. 106, 558-589 (2007); Erratum:
  J.Quant.Spectrosc.Radiat.Transf. 171, 82-83 (2016)",10.1016/j.jqsrt.2007.01.034 10.1016/j.jqsrt.2015.11.025,,"['physics.optics', 'physics.comp-ph']",http://creativecommons.org/licenses/by-nc-nd/4.0/,"  We present a review of the discrete dipole approximation (DDA), which is a
general method to simulate light scattering by arbitrarily shaped particles. We
put the method in historical context and discuss recent developments, taking
the viewpoint of a general framework based on the integral equations for the
electric field. We review both the theory of the DDA and its numerical aspects,
the latter being of critical importance for any practical application of the
method. Finally, the position of the DDA among other methods of light
scattering simulation is shown and possible future developments are discussed.
","[['Yurkin', 'Maxim A.', ''], ['Hoekstra', 'Alfons G.', '']]",36.0
0704.0039,Scalar radius of the pion and zeros in the form factor,"18 pages, 3 figures. Some rewriting in the presentation of the
  results and comments to previous works","Phys.Lett.B651:139-146,2007",10.1016/j.physletb.2007.06.023,,"['hep-ph', 'hep-lat', 'nucl-th']",,"  The quadratic pion scalar radius, \la r^2\ra^\pi_s, plays an important role
for present precise determinations of \pi\pi scattering. Recently, Yndur\'ain,
using an Omn\`es representation of the null isospin(I) non-strange pion scalar
form factor, obtains \la r^2\ra^\pi_s=0.75\pm 0.07 fm^2. This value is larger
than the one calculated by solving the corresponding Muskhelishvili-Omn\`es
equations, \la r^2\ra^\pi_s=0.61\pm 0.04 fm^2. A large discrepancy between both
values, given the precision, then results. We reanalyze Yndur\'ain's method and
show that by imposing continuity of the resulting pion scalar form factor under
tiny changes in the input \pi\pi phase shifts, a zero in the form factor for
some S-wave I=0 T-matrices is then required. Once this is accounted for, the
resulting value is \la r^2\ra_s^\pi=0.65\pm 0.05 fm^2. The main source of error
in our determination is present experimental uncertainties in low energy S-wave
I=0 \pi\pi phase shifts. Another important contribution to our error is the not
yet settled asymptotic behaviour of the phase of the scalar form factor from
QCD.
","[['Oller', 'Jose A.', ''], ['Roca', 'Luis', '']]",18.0
0704.0040,"Multilinear function series in conditionally free probability with
  amalgamation","Final version, published",,,,"['math.OA', 'math.FA']",http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  As in the cases of freeness and monotonic independence, the notion of
conditional freeness is meaningful when complex-valued states are replaced by
positive conditional expectations. In this framework, the paper presents
several positivity results, a version of the central limit theorem and an
analogue of the conditionally free R-transform constructed by means of
multilinear function series.
","[['Popa', 'Mihai', '']]",
0704.0041,Quantum Group of Isometries in Classical and Noncommutative Geometry,"improvements: (i) more general approach through quantum families of
  isometries, following Woronowicz and Soltan's ideas; (ii) construction of
  equivaraint spectral triples. also some minor changes. Improved and enlarged
  version of ICTP preprint IC/2007/017",,10.1007/s00220-008-0461-1,,"['math.QA', 'math-ph', 'math.MP']",,"  We formulate a quantum generalization of the notion of the group of
Riemannian isometries for a compact Riemannian manifold, by introducing a
natural notion of smooth and isometric action by a compact quantum group on a
classical or noncommutative manifold described by spectral triples, and then
proving the existence of a universal object (called the quantum isometry group)
in the category of compact quantum groups acting smoothly and isometrically on
a given (possibly noncommutative) manifold satisfying certain regularity
assumptions. In fact, we identify the quantum isometry group with the universal
object in a bigger category, namely the category of `quantum families of smooth
isometries', defined along the line of Woronowicz and Soltan. We also construct
a spectral triple on the Hilbert space of forms on a noncommutative manifold
which is equivariant with respect to a natural unitary representation of the
quantum isometry group. We give explicit description of quantum isometry groups
of commutative and noncommutative tori, and in this context, obtain the quantum
double torus defined in \cite{hajac} as the universal quantum group of
holomorphic isometries of the noncommutative torus.
","[['Goswami', 'Debashish', '']]",
0704.0042,"General System theory, Like-Quantum Semantics and Fuzzy Sets","12 pages,3 figures",,,"Published in Systemics of Emergence. Research and Development,
  Minati G., Pessa E., Abram M., Springer, 2006, pages 723-734","['physics.gen-ph', 'quant-ph']",,"  It is outlined the possibility to extend the quantum formalism in relation to
the requirements of the general systems theory. It can be done by using a
quantum semantics arising from the deep logical structure of quantum theory. It
is so possible taking into account the logical openness relationship between
observer and system. We are going to show how considering the truth-values of
quantum propositions within the context of the fuzzy sets is here more useful
for systemics . In conclusion we propose an example of formal quantum
coherence.
","[['Licata', 'Ignazio', '']]",12.0
0704.0043,Nonequilibrium entropy limiters in lattice Boltzmann methods,"30 pages, 9 figures, 1 table","Physica A, V. 387, Issues 2-3 (2008), Pages 385-406",10.1016/j.physa.2007.09.031,,"['cond-mat.stat-mech', 'cond-mat.mtrl-sci']",,"  We construct a system of nonequilibrium entropy limiters for the lattice
Boltzmann methods (LBM). These limiters erase spurious oscillations without
blurring of shocks, and do not affect smooth solutions. In general, they do the
same work for LBM as flux limiters do for finite differences, finite volumes
and finite elements methods, but for LBM the main idea behind the construction
of nonequilibrium entropy limiter schemes is to transform a field of a scalar
quantity - nonequilibrium entropy. There are two families of limiters: (i)
based on restriction of nonequilibrium entropy (entropy ""trimming"") and (ii)
based on filtering of nonequilibrium entropy (entropy filtering). The physical
properties of LBM provide some additional benefits: the control of entropy
production and accurate estimate of introduced artificial dissipation are
possible. The constructed limiters are tested on classical numerical examples:
1D athermal shock tubes with an initial density ratio 1:2 and the 2D lid-driven
cavity for Reynolds numbers Re between 2000 and 7500 on a coarse 100*100 grid.
All limiter constructions are applicable for both entropic and non-entropic
quasiequilibria.
","[['Brownlee', 'R. A.', ''], ['Gorban', 'A. N.', ''], ['Levesley', 'J.', '']]",30.0
